"Age","Time of death","Cause of death","Age years"
"498","601","HUNGER","1"
"773","773","HUNGER","3"
"704","833","HUNGER","0"
"1918","2057","HUNGER","0"
"1971","2110","HUNGER","0"
"2024","2130","HUNGER","0"
"2045","2151","HUNGER","0"
"2177","2286","HUNGER","0"
"2289","2410","HUNGER","0"
"2613","2613","AGE","9"
"2635","2775","HUNGER","1"
"2690","2830","HUNGER","4"
"2782","2917","HUNGER","0"
"2894","3022","HUNGER","0"
"2927","3040","HUNGER","1"
"2938","3051","HUNGER","0"
"2946","3056","HUNGER","2"
"2947","3076","HUNGER","7"
"2980","3080","HUNGER","1"
"2973","3086","HUNGER","0"
"2980","3093","HUNGER","0"
"3007","3107","HUNGER","1"
"2995","3108","HUNGER","1"
"3033","3138","HUNGER","0"
"3032","3142","HUNGER","2"
"3030","3143","HUNGER","0"
"3007","3145","HUNGER","0"
"3057","3155","HUNGER","0"
"3043","3156","HUNGER","1"
"3069","3159","HUNGER","4"
"3026","3159","HUNGER","1"
"3027","3164","HUNGER","1"
"3045","3166","HUNGER","2"
"3043","3181","HUNGER","0"
"3058","3183","HUNGER","1"
"3068","3185","HUNGER","0"
"3074","3187","HUNGER","0"
"3098","3188","HUNGER","0"
"3052","3192","HUNGER","5"
"3084","3193","HUNGER","3"
"3080","3194","HUNGER","0"
"3074","3194","HUNGER","0"
"3099","3197","HUNGER","0"
"3080","3200","HUNGER","0"
"3096","3205","HUNGER","3"
"3115","3205","HUNGER","0"
"3121","3211","HUNGER","0"
"3080","3211","HUNGER","0"
"3097","3214","HUNGER","0"
"3108","3215","HUNGER","0"
"3111","3217","HUNGER","3"
"3082","3219","HUNGER","1"
"3126","3244","HUNGER","1"
"3159","3249","HUNGER","4"
"3120","3260","HUNGER","2"
"3132","3270","HUNGER","0"
"3164","3277","HUNGER","0"
"3165","3293","HUNGER","1"
"3170","3305","HUNGER","7"
"3203","3308","HUNGER","0"
"3212","3333","HUNGER","2"
"3246","3344","HUNGER","0"
"3260","3358","HUNGER","3"
"3258","3363","HUNGER","0"
"3261","3367","HUNGER","0"
"3275","3373","HUNGER","3"
"3314","3414","HUNGER","2"
"3301","3418","HUNGER","0"
"3310","3427","HUNGER","0"
"3297","3428","HUNGER","0"
"3315","3434","HUNGER","4"
"3351","3441","HUNGER","5"
"3363","3469","HUNGER","1"
"3358","3477","HUNGER","4"
"3388","3491","HUNGER","2"
"3387","3518","HUNGER","0"
"3401","3521","HUNGER","2"
"3408","3528","HUNGER","2"
"3399","3529","HUNGER","0"
"3425","3532","HUNGER","0"
"3425","3534","HUNGER","0"
"3403","3534","HUNGER","0"
"3430","3537","HUNGER","0"
"3407","3537","HUNGER","0"
"3420","3538","HUNGER","2"
"3435","3540","HUNGER","0"
"3439","3542","HUNGER","2"
"3413","3543","HUNGER","0"
"3443","3549","HUNGER","1"
"3425","3556","HUNGER","0"
"3418","3558","HUNGER","3"
"3428","3559","HUNGER","0"
"3483","3586","HUNGER","2"
"3485","3602","HUNGER","1"
"3570","3689","HUNGER","4"
"3595","3700","HUNGER","0"
"5844","5964","AGE","9"
"6758","6861","HUNGER","0"
"6873","6982","HUNGER","2"
"6916","7023","HUNGER","0"
"6947","7050","HUNGER","1"
"6950","7055","HUNGER","0"
"7056","7160","HUNGER","1"
"7055","7189","HUNGER","0"
"7088","7222","HUNGER","0"
"7190","7295","HUNGER","0"
"7195","7334","HUNGER","0"
"7247","7354","HUNGER","1"
"7266","7361","HUNGER","5"
"7319","7417","HUNGER","0"
"7288","7423","HUNGER","3"
"7304","7436","HUNGER","1"
"7346","7456","HUNGER","1"
"7378","7490","HUNGER","0"
"7391","7495","HUNGER","2"
